"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date"
"Lvs35468","OTHER","Mostafa","0","250","50","300","2024-11-13 11:16:28","2024-11-13 09:35:34"
"Lvs35504","OTHER","Mostafa","0","761.25","60","821.25","2024-11-13 11:10:08","2024-11-13 09:35:38"
"Lvs33985","REPEATED_ORDER","Randa","مكرر","1132","50","1182","2024-11-13 10:25:44","2024-11-07 10:11:30"
"Lvs35532","OTHER","Mostafa","0","1827.5","50","1877.5","2024-11-13 09:13:21","2024-11-13 10:22:52"
"Lvs35298","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","481","50","531","2024-11-12 19:49:49","2024-11-11 17:07:02"
"Lvs35378","CUSTOMER_REQUEST","Fatma","ملغي  برغبه  العميله","1168.75","50","1218.75","2024-11-12 15:07:31","2024-11-12 16:49:16"
"Lvs35289","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي مش عايزة تختار بدايل","575","80","655","2024-11-12 15:01:34","2024-11-11 17:06:59"
"Lvs34939","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","360","60","420","2024-11-12 14:56:01","2024-11-10 10:20:49"
"Lvs34938","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","347","80","427","2024-11-12 14:51:10","2024-11-10 10:20:49"
"Lvs34907","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","408","90","498","2024-11-12 14:33:49","2024-11-10 10:20:39"
"Lvs35372","CUSTOMER_REQUEST","Noor","طالبه اوردر تانى و اتشحن","490","50","540","2024-11-12 14:12:25","2024-11-12 10:32:35"
"Lvs35081","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","352","80","432","2024-11-12 13:50:12","2024-11-10 17:52:15"
"Lvs35335","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","869.2","95","964.2","2024-11-12 13:25:33","2024-11-12 10:32:35"
"Lvs34686","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","1282.4","90","1372.4","2024-11-12 12:00:27","2024-11-09 09:01:58"
"Lvs35122","OTHER","Noor","ملغى هتشترى من الفرع","2879.2","80","2959.2","2024-11-12 11:26:12","2024-11-11 10:57:08"
"Lvs34998","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","689.6","50","739.6","2024-11-12 10:57:03","2024-11-10 12:58:37"
"Lvs35236","INVENTORY","Nermin ","ملغي مش عايزة بدايل","1370.4","50","1420.4","2024-11-12 10:56:40","2024-11-11 10:09:35"
"Lvs35101","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","643.5","50","693.5","2024-11-12 10:50:26","2024-11-11 10:09:10"
"Lvs35030","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","400","60","460","2024-11-12 10:48:48","2024-11-10 15:17:54"
"Lvs34259","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1425","50","1475","2024-11-12 10:27:15","2024-11-09 10:07:44"
"Lvs34820","INVENTORY","Nermin ","ملغي برغبة العميلة مش عايزة البديل","926.4","60","986.4","2024-11-12 09:09:48","2024-11-09 19:29:23"
"Lvs35360","CUSTOMER_REQUEST","Noor","ملغى طالبه اوردر تانى","490","50","540","2024-11-12 09:05:08","2024-11-12 10:32:35"
"Lvs35325","CUSTOMER_REQUEST","Noor","مكرر","945","50","995","2024-11-12 09:01:36","2024-11-12 10:32:27"
"Lvs35328","CUSTOMER_REQUEST","Noor","مكرر","560","50","610","2024-11-12 09:01:00","2024-11-12 10:32:27"
"Lvs35177","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","300","50","350","2024-11-12 08:55:25","2024-11-11 10:09:28"
"Lvs34506","REPEATED_ORDER","Randa","مكرر","1496.6","50","1546.6","2024-11-11 15:49:04","2024-11-10 11:15:27"
"Lvs34410","REPEATED_ORDER","Randa","مكرر","542.4","50","592.4","2024-11-11 15:48:01","2024-11-09 17:20:44"
"Lvs35244","CUSTOMER_REQUEST","Fatma Elsayed","العميلة هتشترى من الفرع","850","80","930","2024-11-11 15:46:06","2024-11-11 10:09:35"
"Lvs35123","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","2129.25","50","2179.25","2024-11-11 15:39:33","2024-11-11 12:47:02"
"Lvs35259","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","3649.2","80","3729.2","2024-11-11 15:31:40","2024-11-11 14:09:59"
"Lvs34985","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","2831.2","50","2881.2","2024-11-11 15:13:43","2024-11-10 11:25:28"
"Lvs34597","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","550","50","600","2024-11-11 14:59:30","2024-11-08 17:43:25"
"Lvs34246","OTHER","Fatma","ملغي","3975.2","50","4025.2","2024-11-11 14:51:34","2024-11-10 14:17:05"
"Lvs34683","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1230","50","1280","2024-11-11 14:02:09","2024-11-09 09:01:58"
"Lvs34002","OTHER","Noor","مشكلة فى الاوردر تبع العرض","770.1","60","830.1","2024-11-11 13:56:12","2024-11-07 17:20:55"
"Lvs34510","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1620.5","60","1680.5","2024-11-11 13:49:51","2024-11-10 12:26:47"
"Lvs35252","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","430","0","430","2024-11-11 13:33:22","2024-11-11 14:09:59"
"Lvs35264","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","490","50","540","2024-11-11 13:21:12","2024-11-11 14:09:59"
"Lvs35024","CUSTOMER_REQUEST","Fatma","ملغي","1507.5","50","1557.5","2024-11-11 13:20:05","2024-11-10 15:17:54"
"Lvs35127","INVENTORY","Nermin ","ملغي مش عايزة بدايل","510","50","560","2024-11-11 13:13:05","2024-11-11 10:09:18"
"Lvs35160","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","1150","90","1240","2024-11-11 13:11:38","2024-11-11 10:09:28"
"Lvs34560","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1264.5","90","1354.5","2024-11-11 13:09:32","2024-11-08 15:50:28"
"Lvs35091","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","850","50","900","2024-11-11 13:06:47","2024-11-11 10:09:10"
"Lvs35091","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","850","50","900","2024-11-11 13:06:45","2024-11-11 10:09:10"
"Lvs33998","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1718.4","50","1768.4","2024-11-11 12:44:11","2024-11-09 17:51:29"
"Lvs34972","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","650","90","740","2024-11-11 12:39:37","2024-11-10 10:20:52"
"Lvs35071","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1025","80","1105","2024-11-11 12:04:42","2024-11-10 17:52:14"
"Lvs34737","OTHER","Noor","مشكلة فى الاوردر تبع العرض","990","80","1045","2024-11-11 12:04:06","2024-11-09 17:22:57"
"Lvs35099","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","550","50","600","2024-11-11 12:01:56","2024-11-11 10:09:10"
"Lvs34312","OTHER","Noor","مشكلة فى الاوردر تبع العرض","616","60","676","2024-11-11 11:59:56","2024-11-08 08:56:13"
"Lvs34134","OTHER","Noor","مشكلة فى الاوردر تبع العرض","724","50","774","2024-11-11 11:52:05","2024-11-07 10:44:29"
"Lvs34815","OTHER","Noor","مشكلة فى الاوردر تبع العرض","576.4","50","626.4","2024-11-11 11:46:36","2024-11-09 17:10:13"
"Lvs34184","OTHER","Noor","مشكلة فى الاوردر تبع العرض","537.6","60","597.6","2024-11-11 11:42:22","2024-11-09 14:41:42"
"Lvs34013","REPEATED_ORDER","Fatma Barakat","ملغي مكرر","710.5","50","760.5","2024-11-11 11:40:43","2024-11-07 15:34:54"
"Lvs34435","REPEATED_ORDER","Fatma Barakat","ملغي  مكرر","829.5","80","909.5","2024-11-11 11:27:40","2024-11-08 08:56:36"
"Lvs34766","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1215","50","1265","2024-11-11 10:58:01","2024-11-09 13:25:30"
"Lvs35103","ORDER_LATE","Randa","طلب العميلة بالالغاء","720","50","770","2024-11-11 10:57:40","2024-11-11 10:09:10"
"Lvs35008","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","490","60","550","2024-11-11 10:57:32","2024-11-10 15:17:54"
"Lvs35100","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1800","80","1880","2024-11-11 10:50:54","2024-11-11 10:09:10"
"Lvs34030","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1440","80","1520","2024-11-11 10:49:57","2024-11-07 12:43:50"
"Lvs35068","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","2150","90","2240","2024-11-11 10:46:20","2024-11-10 17:52:14"
"Lvs34083","OTHER","Noor","مشكلة فى الاوردر تبع العرض","493","90","583","2024-11-11 10:39:48","2024-11-07 14:47:55"
"Lvs35108","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1048.5","50","1098.5","2024-11-11 10:34:07","2024-11-11 10:09:18"
"Lvs34225","OTHER","Noor","مشكلة فى الاوردر تبع العرض","990.25","50","1040.25","2024-11-11 10:33:35","2024-11-08 12:42:06"
"Lvs33843","OTHER","Noor","مشكلة فى الاوردر تبع العرض","614","90","704","2024-11-11 10:27:32","2024-11-07 17:25:06"
"Lvs34270","REPEATED_ORDER","Fatma Barakat","ملغي مكرر","993","50","1043","2024-11-11 10:18:21","2024-11-10 09:37:24"
"Lvs34762","INVENTORY","Nermin ","ملغي مش عايزة البدايل","185","80","265","2024-11-11 10:17:23","2024-11-09 13:16:43"
"Lvs34762","INVENTORY","Nermin ","ملغي مش عايزة البدايل","185","80","265","2024-11-11 10:17:22","2024-11-09 13:16:43"
"Lvs34383","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","576","80","656","2024-11-11 10:12:23","2024-11-08 08:56:29"
"Lvs34620","REPEATED_ORDER","Fatma Barakat","ملغي مكرر","3670.9","80","3750.9","2024-11-11 10:11:55","2024-11-10 14:52:48"
"Lvs34086","OTHER","Noor","مشكلة فى الاوردر تبع العرض","3830.6","50","3880.6","2024-11-11 10:10:00","2024-11-07 14:10:32"
"Lvs34192","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1680.6","60","1740.6","2024-11-11 10:02:52","2024-11-09 12:08:30"
"Lvs34322","OTHER","Noor","مشكلة فى الاوردر تبع العرض","2024","50","2074","2024-11-11 09:58:03","2024-11-09 09:42:55"
"Lvs34684","REPEATED_ORDER","Samar Hamdy","العميله طلبت الغاء الاوردر","685","50","735","2024-11-11 09:51:29","2024-11-09 09:01:58"
"Lvs34629","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1215","50","1265","2024-11-11 09:48:08","2024-11-09 09:01:51"
"Lvs34354","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1852","50","1902","2024-11-11 09:42:53","2024-11-08 08:56:22"
"Lvs34388","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","272","90","362","2024-11-11 09:42:07","2024-11-08 08:56:29"
"Lvs34980","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1430","50","1480","2024-11-11 09:41:57","2024-11-10 10:20:52"
"Lvs34674","OTHER","Noor","مشكلة فى الاوردر تبع العرض","663.8","50","713.8","2024-11-11 09:30:39","2024-11-09 09:01:58"
"Lvs34453","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1108","90","1198","2024-11-11 09:24:20","2024-11-10 09:35:34"
"Lvs34890","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","550","50","600","2024-11-11 09:23:08","2024-11-09 23:08:49"
"Lvs33877","OTHER","Noor","مشكلة فى الاوردر تبع العرض","508","50","558","2024-11-11 09:21:45","2024-11-06 10:20:22"
"Lvs34418","REPEATED_ORDER","Samar Hamdy","مكرر","1444","50","1494","2024-11-11 09:06:47","2024-11-08 08:56:29"
"Lvs35129","OTHER","Noor","مشكلة فى الاوردر تبع العرض","1005","60","1065","2024-11-11 09:05:15","2024-11-11 10:09:18"
"Lvs34448","OTHER","Noor","مشكلة فى الاوردر تبع العرض","804","60","864","2024-11-11 09:04:45","2024-11-09 17:00:34"
"Lvs34048","OTHER","Noor","الاوردر فيه مشكلة تبع الخصم","3135.2","80","3215.2","2024-11-11 08:57:51","2024-11-09 12:17:59"
"Lvs35115","OTHER","Noor","الاوردر فيه مشكلة تبع الخصم","1721","50","1771","2024-11-11 08:51:45","2024-11-11 10:09:18"
"Lvs34087","OTHER","Noor","الاوردر فيه مشكلة","1695.4","50","1745.4","2024-11-11 08:50:26","2024-11-07 17:09:15"
"Lvs35082","FAKE_ORDER","Fatma Barakat","ملغي  مكرر","902","50","952","2024-11-11 08:49:57","2024-11-10 17:52:15"
"Lvs34676","INVENTORY","Nermin ","ملغي برغبة العميلة","1112.4","50","1162.4","2024-11-11 08:23:45","2024-11-10 13:01:05"
"Lvs33796","CUSTOMER_REQUEST","Samar Hamdy","اوردر نازل شورتدج والعميله مبتردش عشان نعدل الاوردر تم التاوصل واتساب وعالموبايل","480","50","530","2024-11-11 08:17:08","2024-11-06 10:13:02"
"Lvs34885","CUSTOMER_REQUEST","Noor","رغبة العميلة طلبت الالغاء من الايميل","1402.5","50","1452.5","2024-11-11 08:17:00","2024-11-09 23:08:49"
"Lvs34773","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","385","50","435","2024-11-10 19:26:17","2024-11-09 14:57:06"
"Lvs34865","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","1355","50","1405","2024-11-10 19:08:41","2024-11-09 23:08:49"
"Lvs34459","INVENTORY","Noor","ملغى لعدم رد العميلة على الواتساب و الموبايل","460","90","550","2024-11-10 15:58:49","2024-11-08 08:56:36"
"Lvs34700","INVENTORY","Nermin ","ملغي مش عايزة بدايل","1042.95","50","1092.95","2024-11-10 15:24:18","2024-11-09 09:01:58"
"Lvs34841","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","209","60","269","2024-11-10 14:57:16","2024-11-09 19:29:27"
"Lvs34828","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","150","50","200","2024-11-10 14:46:55","2024-11-09 19:29:27"
"Lvs34515","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","450","60","510","2024-11-10 14:38:14","2024-11-08 12:34:36"
"Lvs34800","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1263.1","80","1343.1","2024-11-10 14:12:07","2024-11-09 17:10:13"
"Lvs34474","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","3180","2426","5606","2024-11-10 13:21:19","2024-11-08 08:56:37"
"Lvs34634","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","881.6","80","961.6","2024-11-10 12:40:12","2024-11-09 09:01:51"
"Lvs34667","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","868.5","50","918.5","2024-11-10 12:08:36","2024-11-09 09:01:51"
"Lvs34451","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","220","50","270","2024-11-10 11:40:47","2024-11-08 08:56:36"
"Lvs34610","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","490","50","540","2024-11-10 11:06:11","2024-11-08 19:42:06"
"Lvs34665","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1200","50","1250","2024-11-10 10:37:53","2024-11-09 09:01:51"
"Lvs34810","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","490","50","540","2024-11-10 10:10:47","2024-11-09 17:10:13"
"Lvs34284","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1388.8","50","1438.8","2024-11-10 09:52:17","2024-11-08 08:56:13"
"Lvs34742","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1035","50","1085","2024-11-10 09:11:15","2024-11-09 10:54:22"
"Lvs34729","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1170","50","1220","2024-11-10 08:53:35","2024-11-09 09:02:01"
"Lvs34543","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","5023","80","5103","2024-11-10 07:54:04","2024-11-08 14:27:56"
"Lvs34701","CUSTOMER_REQUEST","Haimaa Gamal","ملغي","1150","50","1200","2024-11-09 20:52:29","2024-11-09 09:01:58"
"Lvs34730","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة  هتطلب واحد تاني","960","50","1010","2024-11-09 20:33:18","2024-11-09 09:02:01"
"Lvs34574","CUSTOMER_REQUEST","Haimaa Gamal","ملغي","388","80","468","2024-11-09 20:09:34","2024-11-08 15:50:28"
"Lvs34356","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","675","50","725","2024-11-09 18:58:30","2024-11-08 08:56:22"
"Lvs34412","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","1065","50","1115","2024-11-09 16:00:21","2024-11-08 08:56:29"
"Lvs34412","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","1065","50","1115","2024-11-09 16:00:21","2024-11-08 08:56:29"
"Lvs34544","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","340","50","390","2024-11-09 16:00:17","2024-11-08 14:27:56"
"Lvs34734","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","525","50","575","2024-11-09 15:55:29","2024-11-09 10:13:42"
"Lvs34740","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","575","90","665","2024-11-09 15:53:58","2024-11-09 10:13:42"
"Lvs34738","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1260","50","1310","2024-11-09 15:47:41","2024-11-09 10:13:42"
"Lvs34675","INVENTORY","Nermin ","ملغي مش عايزة بديل","390","60","450","2024-11-09 15:34:57","2024-11-09 09:01:58"
"Lvs34752","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","552","80","632","2024-11-09 15:20:31","2024-11-09 11:44:54"
"Lvs34705","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","951.25","50","1001.25","2024-11-09 15:13:16","2024-11-09 09:01:58"
"Lvs34380","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","434","50","484","2024-11-09 15:10:32","2024-11-08 08:56:29"
"Lvs34704","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","752.25","50","802.25","2024-11-09 15:01:58","2024-11-09 09:01:58"
"Lvs34525","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","500","50","550","2024-11-09 14:56:27","2024-11-08 14:27:49"
"Lvs34618","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","525","50","575","2024-11-09 13:40:10","2024-11-08 19:42:08"
"Lvs34581","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","539.2","60","599.2","2024-11-09 13:37:57","2024-11-08 15:50:29"
"Lvs34709","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","480","50","530","2024-11-09 13:28:31","2024-11-09 09:01:58"
"Lvs34589","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","550","50","600","2024-11-09 13:14:19","2024-11-08 16:47:17"
"Lvs34612","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1035","50","1085","2024-11-09 13:12:55","2024-11-08 19:42:06"
"Lvs34262","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","472.5","50","522.5","2024-11-09 13:02:00","2024-11-07 18:04:36"
"Lvs34397","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","1748","50","1798","2024-11-09 12:41:32","2024-11-08 08:56:29"
"Lvs34519","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","144","50","194","2024-11-09 12:38:17","2024-11-08 14:27:49"
"Lvs34411","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","575","80","655","2024-11-09 12:37:58","2024-11-08 08:56:29"
"Lvs34514","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","652","90","742","2024-11-09 12:35:42","2024-11-08 12:34:36"
"Lvs34331","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","172.8","50","222.8","2024-11-09 12:34:25","2024-11-08 08:56:22"
"Lvs34372","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","1352","50","1402","2024-11-09 12:30:05","2024-11-08 08:56:29"
"Lvs34691","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","675","50","725","2024-11-09 12:23:31","2024-11-09 09:01:58"
"Lvs34193","INVENTORY","Noor","نواقص الاوردر مكرر و طلبت الالغاء","497.25","50","547.25","2024-11-09 12:07:42","2024-11-07 16:15:35"
"Lvs34144","REPEATED_ORDER","Nermin ","ملغي مكرر","3140.8","60","3200.8","2024-11-09 11:50:03","2024-11-07 11:16:42"
"Lvs34302","REPEATED_ORDER","Nermin ","ملغي مكرر","2000.8","60","2060.8","2024-11-09 11:48:50","2024-11-08 08:56:13"
"Lvs34507","REPEATED_ORDER","Nermin ","ملغي مكرر","2188","60","2248","2024-11-09 11:48:10","2024-11-08 11:52:21"
"Lvs34342","INVENTORY","Nermin ","ملغي مش عايزة البديل","385","50","435","2024-11-09 11:45:53","2024-11-08 08:56:22"
"Lvs34294","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","675","50","725","2024-11-09 11:44:38","2024-11-08 08:56:13"
"Lvs34689","CUSTOMER_REQUEST","Noor","رغبة العميلة طلبت الالغاء من الايميل","750","50","800","2024-11-09 10:46:36","2024-11-09 09:01:58"
"Lvs34285","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","80","755","2024-11-09 10:16:38","2024-11-08 08:56:13"
"Lvs34035","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي مش عايزة بدايل","885.6","50","935.6","2024-11-09 10:15:47","2024-11-07 10:11:39"
"Lvs34637","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الايميل","775.8","60","835.8","2024-11-09 10:10:05","2024-11-09 09:01:51"
"Lvs34235","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2535","95","2630","2024-11-09 10:04:19","2024-11-07 16:52:44"
"Lvs34297","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","360","60","420","2024-11-09 09:49:09","2024-11-08 08:56:13"
"Lvs34513","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","872","50","922","2024-11-09 09:46:17","2024-11-08 12:34:36"
"Lvs34499","CUSTOMER_REQUEST","Noor","مكرر","240","50","290","2024-11-09 09:42:06","2024-11-08 11:41:53"
"Lvs34363","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1116","60","1176","2024-11-09 09:24:30","2024-11-08 08:56:22"
"Lvs34353","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء من الميل","1160","50","1210","2024-11-09 09:19:37","2024-11-08 08:56:22"
"Lvs34371","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","240","50","290","2024-11-09 09:12:12","2024-11-08 08:56:29"
"Lvs34247","OTHER","Mostafa","0","1532.8","95","1627.8","2024-11-09 08:52:16","2024-11-07 18:04:33"
"Lvs34421","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","816.3","50","866.3","2024-11-09 08:46:12","2024-11-08 08:56:36"
"Lvs34021","INVENTORY","Noor","نواقص طالبه اوردر تانى","750.2","90","840.2","2024-11-09 08:18:21","2024-11-07 10:11:30"
"Lvs34293","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1593.75","90","1683.75","2024-11-09 08:11:27","2024-11-08 08:56:13"
"Lvs34324","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","385","50","435","2024-11-09 07:45:13","2024-11-08 08:56:22"
"Lvs34249","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","595","50","645","2024-11-08 15:40:03","2024-11-07 18:04:33"
"Lvs34281","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","675","60","735","2024-11-08 15:30:43","2024-11-08 08:56:13"
"Lvs34242","INVENTORY","Noor","34242","270","50","320","2024-11-08 14:15:20","2024-11-07 18:04:33"
"Lvs34358","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","1557.6","60","1617.6","2024-11-08 14:11:40","2024-11-08 08:56:22"
"Lvs34081","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","1340","50","1390","2024-11-08 13:59:41","2024-11-07 10:11:48"
"Lvs34058","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","668","80","748","2024-11-08 12:03:44","2024-11-07 10:11:39"
"Lvs34047","INVENTORY","Noor","نواقص القطع غير متاحة","360","60","420","2024-11-08 11:52:50","2024-11-07 10:11:39"
"Lvs34014","INVENTORY","Noor","نواقص طلبت تلغى طالبه اوردر تانى","624","80","704","2024-11-08 11:50:35","2024-11-07 10:11:30"
"Lvs33999","INVENTORY","Noor","نواقص القطع غير متاحة","240","50","290","2024-11-08 11:28:36","2024-11-07 10:11:30"
"Lvs33961","INVENTORY","Noor","نواقص القطعة غير متاحة","774.9","50","824.9","2024-11-08 10:51:04","2024-11-07 10:11:20"
"Lvs34228","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","1300","95","1395","2024-11-08 10:38:33","2024-11-07 16:11:41"
"Lvs34036","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1524","60","1584","2024-11-08 09:10:38","2024-11-07 11:03:41"
"Lvs34276","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","625","50","675","2024-11-08 09:03:46","2024-11-08 08:56:13"
"Lvs34170","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","797.4","50","847.4","2024-11-07 20:55:25","2024-11-07 12:36:10"
"Lvs34023","INVENTORY","Noor","نواقص القطعة غير متاحة","525","50","575","2024-11-07 15:51:05","2024-11-07 10:11:39"
"Lvs34062","INVENTORY","Nermin ","ملغي مش عايزة بدايل","798.4","90","888.4","2024-11-07 15:22:48","2024-11-07 10:11:39"
"Lvs33938","INVENTORY","Nermin ","ملغي برغبة العميلة","700","50","750","2024-11-07 15:20:25","2024-11-06 18:02:27"
"Lvs33928","INVENTORY","Nermin ","ملغي مش عايزة البداتيل","550","50","600","2024-11-07 15:19:15","2024-11-06 15:42:52"
"Lvs34003","INVENTORY","Nermin ","ملغي مش عايزة تختار بدايل","1398.25","50","1448.25","2024-11-07 15:15:51","2024-11-07 10:11:30"
"Lvs33986","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","968.8","50","1018.8","2024-11-07 15:10:53","2024-11-07 10:11:30"
"Lvs34131","INVENTORY","Nermin ","ومش عايزة بدايل ملغي لعدم وجود القطعة","1956","50","2006","2024-11-07 15:03:15","2024-11-07 10:44:29"
"Lvs34182","REPEATED_ORDER","Noor","مكرر","716.8","50","766.8","2024-11-07 14:50:55","2024-11-07 13:31:21"
"Lvs34189","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","675","60","735","2024-11-07 14:40:23","2024-11-07 13:31:21"
"Lvs33808","INVENTORY","Nermin ","ملغي مش عايزة بدايل","448","50","498","2024-11-07 14:05:09","2024-11-06 10:13:12"
